Iter  Part  GoF  Model_Output  
5  71   8.1831000E-02   8.1831000E-02  
5  72   1.1716400E-01   1.1716400E-01  
5  73   6.9801000E-02   6.9801000E-02  
5  74   1.3091600E-01   1.3091600E-01  
5  75   1.0038100E-01   1.0038100E-01  
5  76   7.7555000E-02   7.7555000E-02  
5  77   7.3403000E-02   7.3403000E-02  
5  78   8.7402000E-02   8.7402000E-02  
5  79   7.5802000E-02   7.5802000E-02  
5  80   7.2679000E-02   7.2679000E-02  
5  81   7.2505000E-02   7.2505000E-02  
5  82   8.3220000E-02   8.3220000E-02  
5  83   7.9075000E-02   7.9075000E-02  
5  84   8.7180000E-02   8.7180000E-02  
5  85   6.9713000E-02   6.9713000E-02  
5  86   8.9588000E-02   8.9588000E-02  
5  87   9.2607000E-02   9.2607000E-02  
5  88   6.9514000E-02   6.9514000E-02  
5  89   8.7506000E-02   8.7506000E-02  
5  90   7.1584000E-02   7.1584000E-02  
5  91   1.1345900E-01   1.1345900E-01  
5  92   6.9111000E-02   6.9111000E-02  
5  93   7.0516000E-02   7.0516000E-02  
5  94   7.9137000E-02   7.9137000E-02  
5  95   6.8049000E-02   6.8049000E-02  
5  96   7.8575000E-02   7.8575000E-02  
5  97   1.0880800E-01   1.0880800E-01  
5  98   1.0807600E-01   1.0807600E-01  
5  99   9.0509000E-02   9.0509000E-02  
5  100   7.0514000E-02   7.0514000E-02  
