Iter  Part  GoF  Model_Output  
1  91   7.8515438E+02   7.8515438E+02  
1  92   7.8613451E+02   7.8613451E+02  
1  93   7.9956016E+02   7.9956016E+02  
1  94   9.9556858E+02   9.9556858E+02  
1  95   7.6383978E+02   7.6383978E+02  
1  96   7.7555463E+02   7.7555463E+02  
1  97   7.6559384E+02   7.6559384E+02  
1  98   7.6767384E+02   7.6767384E+02  
1  99   7.5649397E+02   7.5649397E+02  
1  100   8.3850279E+02   8.3850279E+02  
1  101   7.4489527E+02   7.4489527E+02  
1  102   7.4936693E+02   7.4936693E+02  
1  103   7.3496471E+02   7.3496471E+02  
1  104   7.5333489E+02   7.5333489E+02  
1  105   7.6323261E+02   7.6323261E+02  
1  106   8.4942056E+02   8.4942056E+02  
1  107   8.3110623E+02   8.3110623E+02  
1  108   8.6954390E+02   8.6954390E+02  
1  109   7.9756383E+02   7.9756383E+02  
1  110   7.7958681E+02   7.7958681E+02  
1  111   7.9674818E+02   7.9674818E+02  
1  112   7.2223182E+02   7.2223182E+02  
1  113   7.8093189E+02   7.8093189E+02  
1  114   9.3444940E+02   9.3444940E+02  
1  115   8.6743543E+02   8.6743543E+02  
1  116   7.4638044E+02   7.4638044E+02  
1  117   7.0821162E+02   7.0821162E+02  
1  118   7.7074736E+02   7.7074736E+02  
1  119   7.2549446E+02   7.2549446E+02  
1  120   7.9049944E+02   7.9049944E+02  
1  121   7.9049335E+02   7.9049335E+02  
1  122   8.7300910E+02   8.7300910E+02  
1  123   7.8815568E+02   7.8815568E+02  
1  124   7.4514941E+02   7.4514941E+02  
1  125   8.2805581E+02   8.2805581E+02  
1  126   7.2560495E+02   7.2560495E+02  
1  127   7.9964854E+02   7.9964854E+02  
2  1   7.4000216E+02   7.4000216E+02  
2  2   7.7441246E+02   7.7441246E+02  
2  3   7.8228938E+02   7.8228938E+02  
2  4   8.1377724E+02   8.1377724E+02  
2  5   7.8806192E+02   7.8806192E+02  
2  6   7.0322171E+02   7.0322171E+02  
2  7   7.4292061E+02   7.4292061E+02  
2  8   7.1291408E+02   7.1291408E+02  
2  9   7.5125329E+02   7.5125329E+02  
2  10   7.8063417E+02   7.8063417E+02  
2  11   6.9785528E+02   6.9785528E+02  
2  12   7.8675129E+02   7.8675129E+02  
2  13   7.7464939E+02   7.7464939E+02  
2  14   7.6223463E+02   7.6223463E+02  
2  15   7.5469318E+02   7.5469318E+02  
2  16   7.6847437E+02   7.6847437E+02  
2  17   7.6456535E+02   7.6456535E+02  
2  18   7.6846154E+02   7.6846154E+02  
2  19   7.8332126E+02   7.8332126E+02  
2  20   7.9831087E+02   7.9831087E+02  
2  21   8.2262311E+02   8.2262311E+02  
2  22   6.9684285E+02   6.9684285E+02  
2  23   7.4780406E+02   7.4780406E+02  
2  24   7.1706471E+02   7.1706471E+02  
2  25   7.4203151E+02   7.4203151E+02  
2  26   7.6038440E+02   7.6038440E+02  
2  27   8.5474646E+02   8.5474646E+02  
2  28   7.7215955E+02   7.7215955E+02  
2  29   7.3241879E+02   7.3241879E+02  
2  30   7.6659496E+02   7.6659496E+02  
2  31   7.6110161E+02   7.6110161E+02  
2  32   7.7886520E+02   7.7886520E+02  
2  33   7.2971230E+02   7.2971230E+02  
2  34   8.0596420E+02   8.0596420E+02  
2  35   7.4938018E+02   7.4938018E+02  
2  36   7.5601048E+02   7.5601048E+02  
2  37   7.3805844E+02   7.3805844E+02  
2  38   7.4511123E+02   7.4511123E+02  
2  39   7.4256738E+02   7.4256738E+02  
2  40   7.4449567E+02   7.4449567E+02  
2  41   8.7162456E+02   8.7162456E+02  
2  42   7.3035978E+02   7.3035978E+02  
2  43   7.5407365E+02   7.5407365E+02  
2  44   8.0070827E+02   8.0070827E+02  
2  45   7.6987125E+02   7.6987125E+02  
2  46   8.0300370E+02   8.0300370E+02  
2  47   8.8762158E+02   8.8762158E+02  
2  48   7.7325787E+02   7.7325787E+02  
2  49   7.9798755E+02   7.9798755E+02  
2  50   8.0977306E+02   8.0977306E+02  
2  51   7.6398056E+02   7.6398056E+02  
2  52   8.6971693E+02   8.6971693E+02  
2  53   8.9215529E+02   8.9215529E+02  
2  54   7.2411650E+02   7.2411650E+02  
2  55   8.6467981E+02   8.6467981E+02  
2  56   8.2130756E+02   8.2130756E+02  
2  57   7.4035604E+02   7.4035604E+02  
2  58   7.4395551E+02   7.4395551E+02  
2  59   8.3270373E+02   8.3270373E+02  
2  60   7.1773432E+02   7.1773432E+02  
2  61   7.7694086E+02   7.7694086E+02  
2  62   8.5829845E+02   8.5829845E+02  
2  63   8.3965920E+02   8.3965920E+02  
2  64   7.1622164E+02   7.1622164E+02  
2  65   7.1064126E+02   7.1064126E+02  
2  66   7.5067200E+02   7.5067200E+02  
2  67   8.0492943E+02   8.0492943E+02  
2  68   7.0391220E+02   7.0391220E+02  
2  69   1.0534111E+03   1.0534111E+03  
2  70   7.5243498E+02   7.5243498E+02  
2  71   7.4263497E+02   7.4263497E+02  
2  72   7.7498897E+02   7.7498897E+02  
2  73   7.6717479E+02   7.6717479E+02  
2  74   7.3112289E+02   7.3112289E+02  
2  75   7.0168859E+02   7.0168859E+02  
2  76   7.3161477E+02   7.3161477E+02  
2  77   7.8219385E+02   7.8219385E+02  
2  78   7.4176228E+02   7.4176228E+02  
2  79   7.0724352E+02   7.0724352E+02  
2  80   8.7364260E+02   8.7364260E+02  
2  81   7.3517343E+02   7.3517343E+02  
2  82   7.5710591E+02   7.5710591E+02  
2  83   7.5313248E+02   7.5313248E+02  
2  84   7.7729393E+02   7.7729393E+02  
2  85   7.8307803E+02   7.8307803E+02  
2  86   8.5236268E+02   8.5236268E+02  
2  87   8.8782593E+02   8.8782593E+02  
2  88   7.7385720E+02   7.7385720E+02  
2  89   7.8059546E+02   7.8059546E+02  
2  90   7.3844047E+02   7.3844047E+02  
2  91   8.3027706E+02   8.3027706E+02  
2  92   7.9276120E+02   7.9276120E+02  
2  93   7.6004105E+02   7.6004105E+02  
2  94   7.3613769E+02   7.3613769E+02  
2  95   7.6431707E+02   7.6431707E+02  
2  96   7.8761610E+02   7.8761610E+02  
2  97   7.8086105E+02   7.8086105E+02  
2  98   8.1815287E+02   8.1815287E+02  
2  99   7.2259894E+02   7.2259894E+02  
2  100   7.3058619E+02   7.3058619E+02  
2  101   7.3288996E+02   7.3288996E+02  
2  102   7.6501742E+02   7.6501742E+02  
2  103   7.7971009E+02   7.7971009E+02  
2  104   7.6345298E+02   7.6345298E+02  
2  105   7.8173502E+02   7.8173502E+02  
2  106   8.1778122E+02   8.1778122E+02  
2  107   7.8623075E+02   7.8623075E+02  
2  108   8.1455913E+02   8.1455913E+02  
2  109   7.0944216E+02   7.0944216E+02  
2  110   8.9875774E+02   8.9875774E+02  
2  111   7.4474097E+02   7.4474097E+02  
2  112   7.2525564E+02   7.2525564E+02  
2  113   7.9343656E+02   7.9343656E+02  
2  114   7.3519780E+02   7.3519780E+02  
2  115   8.1011816E+02   8.1011816E+02  
2  116   8.1013314E+02   8.1013314E+02  
2  117   7.4811438E+02   7.4811438E+02  
2  118   7.3274122E+02   7.3274122E+02  
2  119   7.6425157E+02   7.6425157E+02  
2  120   8.6161194E+02   8.6161194E+02  
2  121   8.1308054E+02   8.1308054E+02  
2  122   7.1128921E+02   7.1128921E+02  
2  123   7.5492740E+02   7.5492740E+02  
2  124   8.3007335E+02   8.3007335E+02  
2  125   7.4932536E+02   7.4932536E+02  
2  126   7.9730532E+02   7.9730532E+02  
2  127   7.1861918E+02   7.1861918E+02  
3  1   8.0476377E+02   8.0476377E+02  
3  2   7.7467438E+02   7.7467438E+02  
3  3   7.9488241E+02   7.9488241E+02  
3  4   7.9675096E+02   7.9675096E+02  
3  5   8.1600289E+02   8.1600289E+02  
3  6   7.0964461E+02   7.0964461E+02  
3  7   7.3638787E+02   7.3638787E+02  
3  8   7.0197435E+02   7.0197435E+02  
3  9   7.5197850E+02   7.5197850E+02  
3  10   7.7163890E+02   7.7163890E+02  
3  11   7.0490079E+02   7.0490079E+02  
3  12   8.2869139E+02   8.2869139E+02  
3  13   7.4139176E+02   7.4139176E+02  
3  14   7.4522919E+02   7.4522919E+02  
3  15   7.7053126E+02   7.7053126E+02  
3  16   1.0453894E+03   1.0453894E+03  
3  17   7.3512176E+02   7.3512176E+02  
3  18   7.5828804E+02   7.5828804E+02  
3  19   8.0314343E+02   8.0314343E+02  
3  20   7.5248275E+02   7.5248275E+02  
3  21   7.2978203E+02   7.2978203E+02  
3  22   7.0255984E+02   7.0255984E+02  
3  23   7.2302766E+02   7.2302766E+02  
3  24   7.1419123E+02   7.1419123E+02  
3  25   6.8954875E+02   6.8954875E+02  
3  26   7.4000781E+02   7.4000781E+02  
3  27   8.3550012E+02   8.3550012E+02  
3  28   7.3364276E+02   7.3364276E+02  
3  29   7.3898358E+02   7.3898358E+02  
3  30   7.5542895E+02   7.5542895E+02  
3  31   6.8711640E+02   6.8711640E+02  
3  32   7.7118707E+02   7.7118707E+02  
3  33   7.8596809E+02   7.8596809E+02  
3  34   7.4117465E+02   7.4117465E+02  
3  35   7.2239673E+02   7.2239673E+02  
3  36   7.8483870E+02   7.8483870E+02  
3  37   8.1802345E+02   8.1802345E+02  
3  38   6.9699820E+02   6.9699820E+02  
3  39   7.6135299E+02   7.6135299E+02  
3  40   9.0829584E+02   9.0829584E+02  
3  41   9.2974671E+02   9.2974671E+02  
3  42   7.2651725E+02   7.2651725E+02  
3  43   7.6374838E+02   7.6374838E+02  
3  44   7.6629208E+02   7.6629208E+02  
3  45   8.1208001E+02   8.1208001E+02  
3  46   7.7745076E+02   7.7745076E+02  
3  47   7.2886096E+02   7.2886096E+02  
3  48   7.7942085E+02   7.7942085E+02  
3  49   8.5917045E+02   8.5917045E+02  
3  50   7.6977795E+02   7.6977795E+02  
3  51   7.8902789E+02   7.8902789E+02  
3  52   7.9158092E+02   7.9158092E+02  
3  53   8.6084887E+02   8.6084887E+02  
3  54   7.3972566E+02   7.3972566E+02  
3  55   7.7950348E+02   7.7950348E+02  
3  56   8.4952567E+02   8.4952567E+02  
3  57   7.2242721E+02   7.2242721E+02  
3  58   7.5770719E+02   7.5770719E+02  
3  59   8.7278997E+02   8.7278997E+02  
3  60   7.1857694E+02   7.1857694E+02  
3  61   8.1825813E+02   8.1825813E+02  
3  62   8.7547148E+02   8.7547148E+02  
3  63   8.5020575E+02   8.5020575E+02  
3  64   7.3375989E+02   7.3375989E+02  
3  65   6.9046820E+02   6.9046820E+02  
3  66   7.9547969E+02   7.9547969E+02  
3  67   8.5318523E+02   8.5318523E+02  
3  68   7.3191503E+02   7.3191503E+02  
3  69   8.0281991E+02   8.0281991E+02  
3  70   9.5659772E+02   9.5659772E+02  
3  71   8.2173834E+02   8.2173834E+02  
3  72   7.7950005E+02   7.7950005E+02  
3  73   7.6453026E+02   7.6453026E+02  
3  74   7.3151510E+02   7.3151510E+02  
3  75   7.1629121E+02   7.1629121E+02  
3  76   7.9150580E+02   7.9150580E+02  
3  77   8.0295604E+02   8.0295604E+02  
3  78   6.9647302E+02   6.9647302E+02  
3  79   6.8345414E+02   6.8345414E+02  
3  80   1.0388305E+03   1.0388305E+03  
3  81   7.3158637E+02   7.3158637E+02  
3  82   7.9581254E+02   7.9581254E+02  
3  83   7.7193642E+02   7.7193642E+02  
3  84   7.5373151E+02   7.5373151E+02  
3  85   8.0040783E+02   8.0040783E+02  
3  86   7.6745763E+02   7.6745763E+02  
3  87   7.3695525E+02   7.3695525E+02  
3  88   7.8942508E+02   7.8942508E+02  
3  89   7.7156975E+02   7.7156975E+02  
3  90   6.9975457E+02   6.9975457E+02  
3  91   8.2192539E+02   8.2192539E+02  
3  92   7.8481107E+02   7.8481107E+02  
3  93   7.3973933E+02   7.3973933E+02  
3  94   7.4285216E+02   7.4285216E+02  
3  95   7.8147927E+02   7.8147927E+02  
3  96   7.8745267E+02   7.8745267E+02  
3  97   7.7825190E+02   7.7825190E+02  
3  98   9.4548756E+02   9.4548756E+02  
3  99   7.1552597E+02   7.1552597E+02  
3  100   7.1252882E+02   7.1252882E+02  
3  101   7.1523232E+02   7.1523232E+02  
3  102   7.4377581E+02   7.4377581E+02  
3  103   7.8431161E+02   7.8431161E+02  
3  104   7.6666509E+02   7.6666509E+02  
3  105   7.4453552E+02   7.4453552E+02  
3  106   8.1048528E+02   8.1048528E+02  
3  107   7.5752869E+02   7.5752869E+02  
3  108   7.5100804E+02   7.5100804E+02  
3  109   7.7622682E+02   7.7622682E+02  
3  110   9.2455151E+02   9.2455151E+02  
3  111   7.1040853E+02   7.1040853E+02  
3  112   7.8789466E+02   7.8789466E+02  
3  113   7.7356308E+02   7.7356308E+02  
3  114   7.6312296E+02   7.6312296E+02  
3  115   8.0013777E+02   8.0013777E+02  
3  116   1.0414611E+03   1.0414611E+03  
3  117   7.7467862E+02   7.7467862E+02  
3  118   7.3329729E+02   7.3329729E+02  
3  119   8.3124691E+02   8.3124691E+02  
3  120   7.9705114E+02   7.9705114E+02  
3  121   8.2556986E+02   8.2556986E+02  
3  122   7.2181269E+02   7.2181269E+02  
3  123   7.9319355E+02   7.9319355E+02  
3  124   7.9722344E+02   7.9722344E+02  
3  125   7.5957294E+02   7.5957294E+02  
3  126   7.8882642E+02   7.8882642E+02  
3  127   7.1206182E+02   7.1206182E+02  
4  1   8.2081428E+02   8.2081428E+02  
4  2   7.9393442E+02   7.9393442E+02  
4  3   8.3810965E+02   8.3810965E+02  
4  4   7.7109899E+02   7.7109899E+02  
4  5   8.9517784E+02   8.9517784E+02  
4  6   7.4322365E+02   7.4322365E+02  
4  7   7.0379322E+02   7.0379322E+02  
4  8   7.1635613E+02   7.1635613E+02  
4  9   7.3945668E+02   7.3945668E+02  
4  10   7.7685048E+02   7.7685048E+02  
4  11   7.0487448E+02   7.0487448E+02  
4  12   8.0796509E+02   8.0796509E+02  
4  13   7.5601013E+02   7.5601013E+02  
4  14   7.0561856E+02   7.0561856E+02  
4  15   7.2631717E+02   7.2631717E+02  
4  16   7.4933334E+02   7.4933334E+02  
4  17   7.2534706E+02   7.2534706E+02  
4  18   7.7155910E+02   7.7155910E+02  
4  19   7.4933187E+02   7.4933187E+02  
4  20   7.0986263E+02   7.0986263E+02  
4  21   7.2130886E+02   7.2130886E+02  
4  22   7.8751522E+02   7.8751522E+02  
4  23   7.1776808E+02   7.1776808E+02  
4  24   7.2897498E+02   7.2897498E+02  
4  25   7.1313146E+02   7.1313146E+02  
4  26   7.8727861E+02   7.8727861E+02  
4  27   8.2481505E+02   8.2481505E+02  
4  28   6.9224477E+02   6.9224477E+02  
4  29   7.3513581E+02   7.3513581E+02  
4  30   7.2026293E+02   7.2026293E+02  
4  31   6.9348482E+02   6.9348482E+02  
4  32   7.0258273E+02   7.0258273E+02  
4  33   8.5041333E+02   8.5041333E+02  
4  34   7.6426460E+02   7.6426460E+02  
4  35   7.8102747E+02   7.8102747E+02  
4  36   8.2088559E+02   8.2088559E+02  
4  37   7.7384231E+02   7.7384231E+02  
4  38   6.9423165E+02   6.9423165E+02  
4  39   8.8315474E+02   8.8315474E+02  
4  40   9.6017829E+02   9.6017829E+02  
4  41   8.1657438E+02   8.1657438E+02  
4  42   7.0367510E+02   7.0367510E+02  
4  43   7.2003070E+02   7.2003070E+02  
4  44   7.3967288E+02   7.3967288E+02  
4  45   7.9823615E+02   7.9823615E+02  
4  46   7.6307906E+02   7.6307906E+02  
4  47   7.5725949E+02   7.5725949E+02  
4  48   7.8668935E+02   7.8668935E+02  
4  49   8.0911801E+02   8.0911801E+02  
4  50   7.0592188E+02   7.0592188E+02  
4  51   7.2700949E+02   7.2700949E+02  
4  52   7.8552422E+02   7.8552422E+02  
4  53   7.6745226E+02   7.6745226E+02  
4  54   7.4260556E+02   7.4260556E+02  
4  55   6.9639298E+02   6.9639298E+02  
4  56   7.8673788E+02   7.8673788E+02  
4  57   7.1474532E+02   7.1474532E+02  
4  58   7.3993247E+02   7.3993247E+02  
4  59   8.3223689E+02   8.3223689E+02  
4  60   7.3408889E+02   7.3408889E+02  
4  61   7.4708703E+02   7.4708703E+02  
4  62   9.2835907E+02   9.2835907E+02  
4  63   8.1304278E+02   8.1304278E+02  
4  64   7.2507949E+02   7.2507949E+02  
4  65   7.0435276E+02   7.0435276E+02  
4  66   7.4972285E+02   7.4972285E+02  
4  67   7.5069277E+02   7.5069277E+02  
4  68   7.5861301E+02   7.5861301E+02  
4  69   7.7637735E+02   7.7637735E+02  
4  70   1.0494365E+03   1.0494365E+03  
4  71   6.8876467E+02   6.8876467E+02  
4  72   7.4941289E+02   7.4941289E+02  
4  73   7.6916995E+02   7.6916995E+02  
4  74   7.7602188E+02   7.7602188E+02  
4  75   7.5500225E+02   7.5500225E+02  
4  76   8.1241588E+02   8.1241588E+02  
4  77   8.1709965E+02   8.1709965E+02  
4  78   7.0283242E+02   7.0283242E+02  
4  79   6.8572175E+02   6.8572175E+02  
4  80   7.8101475E+02   7.8101475E+02  
4  81   7.3969058E+02   7.3969058E+02  
4  82   7.8320562E+02   7.8320562E+02  
4  83   7.3356268E+02   7.3356268E+02  
4  84   7.1082371E+02   7.1082371E+02  
4  85   7.5650923E+02   7.5650923E+02  
4  86   8.2165652E+02   8.2165652E+02  
4  87   7.3329331E+02   7.3329331E+02  
4  88   7.7957186E+02   7.7957186E+02  
4  89   7.3971746E+02   7.3971746E+02  
4  90   7.1029612E+02   7.1029612E+02  
4  91   7.2641630E+02   7.2641630E+02  
4  92   7.9542964E+02   7.9542964E+02  
4  93   7.4274897E+02   7.4274897E+02  
4  94   7.5464313E+02   7.5464313E+02  
4  95   7.7444473E+02   7.7444473E+02  
4  96   7.3472194E+02   7.3472194E+02  
4  97   7.4245708E+02   7.4245708E+02  
4  98   1.0440812E+03   1.0440812E+03  
4  99   7.1524352E+02   7.1524352E+02  
4  100   7.0417491E+02   7.0417491E+02  
4  101   7.0878345E+02   7.0878345E+02  
4  102   7.7734524E+02   7.7734524E+02  
4  103   7.4960066E+02   7.4960066E+02  
4  104   7.4070360E+02   7.4070360E+02  
4  105   7.1887977E+02   7.1887977E+02  
4  106   7.2962603E+02   7.2962603E+02  
4  107   7.6043272E+02   7.6043272E+02  
4  108   7.1175236E+02   7.1175236E+02  
4  109   7.0590625E+02   7.0590625E+02  
4  110   8.5335249E+02   8.5335249E+02  
4  111   7.0963829E+02   7.0963829E+02  
4  112   7.7375359E+02   7.7375359E+02  
4  113   7.4585878E+02   7.4585878E+02  
4  114   7.4586497E+02   7.4586497E+02  
4  115   7.7161049E+02   7.7161049E+02  
4  116   7.9694299E+02   7.9694299E+02  
4  117   7.4332287E+02   7.4332287E+02  
4  118   7.4622907E+02   7.4622907E+02  
4  119   7.9859411E+02   7.9859411E+02  
4  120   7.6203072E+02   7.6203072E+02  
4  121   8.1160276E+02   8.1160276E+02  
4  122   8.4353313E+02   8.4353313E+02  
4  123   8.5577623E+02   8.5577623E+02  
4  124   7.7429494E+02   7.7429494E+02  
4  125   7.7667696E+02   7.7667696E+02  
4  126   7.3814870E+02   7.3814870E+02  
4  127   7.2751883E+02   7.2751883E+02  
5  1   7.7264646E+02   7.7264646E+02  
5  2   7.4908892E+02   7.4908892E+02  
5  3   7.5005704E+02   7.5005704E+02  
5  4   7.5858597E+02   7.5858597E+02  
5  5   7.9665246E+02   7.9665246E+02  
5  6   7.6696139E+02   7.6696139E+02  
5  7   7.0156541E+02   7.0156541E+02  
5  8   7.2434550E+02   7.2434550E+02  
5  9   7.1280403E+02   7.1280403E+02  
5  10   7.5007758E+02   7.5007758E+02  
5  11   6.8483197E+02   6.8483197E+02  
5  12   7.1542421E+02   7.1542421E+02  
5  13   7.6934453E+02   7.6934453E+02  
5  14   6.9963739E+02   6.9963739E+02  
5  15   7.0942546E+02   7.0942546E+02  
5  16   7.7678287E+02   7.7678287E+02  
5  17   7.3363601E+02   7.3363601E+02  
5  18   7.4168599E+02   7.4168599E+02  
5  19   7.5190828E+02   7.5190828E+02  
5  20   7.1708023E+02   7.1708023E+02  
5  21   7.0503867E+02   7.0503867E+02  
5  22   8.2484876E+02   8.2484876E+02  
5  23   7.1535219E+02   7.1535219E+02  
5  24   7.2020278E+02   7.2020278E+02  
5  25   7.4863776E+02   7.4863776E+02  
5  26   9.5402436E+02   9.5402436E+02  
5  27   8.0995095E+02   8.0995095E+02  
5  28   6.9072322E+02   6.9072322E+02  
5  29   7.4472825E+02   7.4472825E+02  
5  30   7.1259987E+02   7.1259987E+02  
5  31   7.0523649E+02   7.0523649E+02  
5  32   6.9326476E+02   6.9326476E+02  
5  33   7.9096895E+02   7.9096895E+02  
5  34   7.6165005E+02   7.6165005E+02  
5  35   8.0758151E+02   8.0758151E+02  
5  36   7.7611818E+02   7.7611818E+02  
5  37   7.4328146E+02   7.4328146E+02  
5  38   6.9824684E+02   6.9824684E+02  
5  39   8.8966989E+02   8.8966989E+02  
5  40   7.7266335E+02   7.7266335E+02  
5  41   7.3420960E+02   7.3420960E+02  
5  42   6.9805599E+02   6.9805599E+02  
5  43   6.9225307E+02   6.9225307E+02  
5  44   7.1806921E+02   7.1806921E+02  
5  45   7.1769407E+02   7.1769407E+02  
5  46   7.4638407E+02   7.4638407E+02  
5  47   7.1658356E+02   7.1658356E+02  
5  48   8.0457249E+02   8.0457249E+02  
5  49   7.7375075E+02   7.7375075E+02  
5  50   6.9531100E+02   6.9531100E+02  
5  51   7.0035382E+02   7.0035382E+02  
5  52   7.3019404E+02   7.3019404E+02  
5  53   7.5296277E+02   7.5296277E+02  
5  54   7.2408696E+02   7.2408696E+02  
5  55   6.9512840E+02   6.9512840E+02  
5  56   7.4228492E+02   7.4228492E+02  
5  57   7.2689813E+02   7.2689813E+02  
5  58   7.0537488E+02   7.0537488E+02  
5  59   7.3909506E+02   7.3909506E+02  
5  60   7.6112557E+02   7.6112557E+02  
5  61   7.3881508E+02   7.3881508E+02  
5  62   8.8102021E+02   8.8102021E+02  
5  63   7.2523876E+02   7.2523876E+02  
5  64   7.1053716E+02   7.1053716E+02  
5  65   6.9935206E+02   6.9935206E+02  
5  66   7.3297350E+02   7.3297350E+02  
5  67   7.8124602E+02   7.8124602E+02  
5  68   7.4744864E+02   7.4744864E+02  
5  69   7.4377018E+02   7.4377018E+02  
5  70   7.8246376E+02   7.8246376E+02  
5  71   6.9984650E+02   6.9984650E+02  
5  72   7.2393068E+02   7.2393068E+02  
5  73   7.5509801E+02   7.5509801E+02  
5  74   7.3395818E+02   7.3395818E+02  
5  75   7.4282134E+02   7.4282134E+02  
5  76   7.8602365E+02   7.8602365E+02  
5  77   7.4571953E+02   7.4571953E+02  
5  78   7.1101002E+02   7.1101002E+02  
5  79   6.9133432E+02   6.9133432E+02  
5  80   7.0361928E+02   7.0361928E+02  
5  81   7.3996329E+02   7.3996329E+02  
5  82   7.4714897E+02   7.4714897E+02  
5  83   7.0183707E+02   7.0183707E+02  
5  84   6.9198805E+02   6.9198805E+02  
5  85   7.2874471E+02   7.2874471E+02  
5  86   7.6986996E+02   7.6986996E+02  
5  87   7.2490452E+02   7.2490452E+02  
5  88   7.3282447E+02   7.3282447E+02  
5  89   7.0092052E+02   7.0092052E+02  
5  90   7.0141814E+02   7.0141814E+02  
5  91   6.9583980E+02   6.9583980E+02  
5  92   8.4491594E+02   8.4491594E+02  
5  93   7.2298035E+02   7.2298035E+02  
5  94   7.3988927E+02   7.3988927E+02  
5  95   7.2573676E+02   7.2573676E+02  
5  96   7.7196559E+02   7.7196559E+02  
5  97   7.2143049E+02   7.2143049E+02  
5  98   7.2757347E+02   7.2757347E+02  
5  99   7.0117631E+02   7.0117631E+02  
