Iter  Part  GoF  Model_Output  
3  64   5.7608811E+02   5.7608811E+02  
3  65   5.6296824E+02   5.6296824E+02  
3  66   5.4278836E+02   5.4278836E+02  
3  67   6.5548060E+02   6.5548060E+02  
3  68   5.7075327E+02   5.7075327E+02  
3  69   6.7139069E+02   6.7139069E+02  
3  70   8.4525257E+02   8.4525257E+02  
3  71   6.3804702E+02   6.3804702E+02  
3  72   6.4379197E+02   6.4379197E+02  
3  73   5.5594339E+02   5.5594339E+02  
3  74   5.5734354E+02   5.5734354E+02  
3  75   5.4413768E+02   5.4413768E+02  
3  76   5.1814004E+02   5.1814004E+02  
3  77   6.0593195E+02   6.0593195E+02  
3  78   5.4022775E+02   5.4022775E+02  
3  79   5.2701711E+02   5.2701711E+02  
3  80   8.4669111E+02   8.4669111E+02  
3  81   5.4891667E+02   5.4891667E+02  
3  82   6.6226031E+02   6.6226031E+02  
3  83   5.4794428E+02   5.4794428E+02  
3  84   6.1489262E+02   6.1489262E+02  
3  85   5.8085102E+02   5.8085102E+02  
3  86   6.0290269E+02   6.0290269E+02  
3  87   7.5836771E+02   7.5836771E+02  
3  88   5.6264872E+02   5.6264872E+02  
3  89   5.8111194E+02   5.8111194E+02  
3  90   5.3852530E+02   5.3852530E+02  
3  91   6.5872380E+02   6.5872380E+02  
3  92   6.6505587E+02   6.6505587E+02  
3  93   5.5990450E+02   5.5990450E+02  
3  94   5.5240481E+02   5.5240481E+02  
3  95   5.8912525E+02   5.8912525E+02  
3  96   6.3373376E+02   6.3373376E+02  
3  97   6.4087931E+02   6.4087931E+02  
3  98   6.8924737E+02   6.8924737E+02  
3  99   5.5676036E+02   5.5676036E+02  
3  100   6.1189348E+02   6.1189348E+02  
3  101   5.4438388E+02   5.4438388E+02  
3  102   5.6385655E+02   5.6385655E+02  
3  103   5.8434893E+02   5.8434893E+02  
3  104   5.8607745E+02   5.8607745E+02  
3  105   6.0866507E+02   6.0866507E+02  
3  106   5.7620810E+02   5.7620810E+02  
3  107   5.9644634E+02   5.9644634E+02  
3  108   5.6865882E+02   5.6865882E+02  
3  109   5.5572801E+02   5.5572801E+02  
3  110   7.5029831E+02   7.5029831E+02  
3  111   5.4976089E+02   5.4976089E+02  
3  112   6.3365459E+02   6.3365459E+02  
3  113   6.7924928E+02   6.7924928E+02  
3  114   5.5855214E+02   5.5855214E+02  
3  115   6.2723526E+02   6.2723526E+02  
3  116   8.4150768E+02   8.4150768E+02  
3  117   5.5566490E+02   5.5566490E+02  
3  118   5.4188060E+02   5.4188060E+02  
3  119   6.7624786E+02   6.7624786E+02  
3  120   6.6333057E+02   6.6333057E+02  
3  121   6.1530271E+02   6.1530271E+02  
3  122   5.8132995E+02   5.8132995E+02  
3  123   5.7144150E+02   5.7144150E+02  
3  124   6.4513677E+02   6.4513677E+02  
3  125   5.6513807E+02   5.6513807E+02  
3  126   6.2978984E+02   6.2978984E+02  
3  127   5.4119065E+02   5.4119065E+02  
4  1   6.5750975E+02   6.5750975E+02  
4  2   6.0113878E+02   6.0113878E+02  
4  3   6.5231862E+02   6.5231862E+02  
4  4   5.9030346E+02   5.9030346E+02  
4  5   7.8255095E+02   7.8255095E+02  
4  6   5.6449312E+02   5.6449312E+02  
4  7   5.7300318E+02   5.7300318E+02  
4  8   5.6027905E+02   5.6027905E+02  
4  9   5.5125185E+02   5.5125185E+02  
4  10   5.7016576E+02   5.7016576E+02  
4  11   5.3380543E+02   5.3380543E+02  
4  12   6.3181788E+02   6.3181788E+02  
4  13   6.8200673E+02   6.8200673E+02  
4  14   5.3437385E+02   5.3437385E+02  
4  15   5.5440209E+02   5.5440209E+02  
4  16   5.7912314E+02   5.7912314E+02  
4  17   6.2169753E+02   6.2169753E+02  
4  18   5.8642068E+02   5.8642068E+02  
4  19   6.5305441E+02   6.5305441E+02  
4  20   6.1247959E+02   6.1247959E+02  
4  21   6.0373529E+02   6.0373529E+02  
4  22   6.2700461E+02   6.2700461E+02  
4  23   5.4260878E+02   5.4260878E+02  
4  24   5.5204389E+02   5.5204389E+02  
4  25   5.7044404E+02   5.7044404E+02  
4  26   6.6311698E+02   6.6311698E+02  
4  27   6.2980391E+02   6.2980391E+02  
4  28   5.3862564E+02   5.3862564E+02  
4  29   5.4825954E+02   5.4825954E+02  
4  30   5.3985538E+02   5.3985538E+02  
4  31   6.5071183E+02   6.5071183E+02  
4  32   5.4487828E+02   5.4487828E+02  
4  33   7.1013482E+02   7.1013482E+02  
4  34   5.6586143E+02   5.6586143E+02  
4  35   6.0603940E+02   6.0603940E+02  
4  36   6.2707513E+02   6.2707513E+02  
4  37   5.4139285E+02   5.4139285E+02  
4  38   5.3800089E+02   5.3800089E+02  
4  39   8.2777184E+02   8.2777184E+02  
4  40   5.9949715E+02   5.9949715E+02  
4  41   6.3839927E+02   6.3839927E+02  
4  42   5.7213969E+02   5.7213969E+02  
4  43   6.6143354E+02   6.6143354E+02  
4  44   5.4983947E+02   5.4983947E+02  
4  45   7.2308212E+02   7.2308212E+02  
4  46   5.7438734E+02   5.7438734E+02  
4  47   6.1533753E+02   6.1533753E+02  
4  48   5.4712850E+02   5.4712850E+02  
4  49   5.7158906E+02   5.7158906E+02  
4  50   5.5775828E+02   5.5775828E+02  
4  51   5.6555411E+02   5.6555411E+02  
4  52   5.5996947E+02   5.5996947E+02  
4  53   6.2255254E+02   6.2255254E+02  
4  54   5.6469773E+02   5.6469773E+02  
4  55   5.3671304E+02   5.3671304E+02  
4  56   6.3105893E+02   6.3105893E+02  
4  57   5.4635760E+02   5.4635760E+02  
4  58   6.0056936E+02   6.0056936E+02  
4  59   6.7563377E+02   6.7563377E+02  
4  60   5.3600575E+02   5.3600575E+02  
4  61   5.5207391E+02   5.5207391E+02  
4  62   7.7784870E+02   7.7784870E+02  
4  63   6.4745504E+02   6.4745504E+02  
4  64   5.9098605E+02   5.9098605E+02  
4  65   5.7606470E+02   5.7606470E+02  
4  66   6.0223906E+02   6.0223906E+02  
4  67   5.9641087E+02   5.9641087E+02  
4  68   5.9273980E+02   5.9273980E+02  
4  69   6.2917280E+02   6.2917280E+02  
4  70   6.7364550E+02   6.7364550E+02  
4  71   5.3652717E+02   5.3652717E+02  
4  72   6.4203419E+02   6.4203419E+02  
4  73   5.5939206E+02   5.5939206E+02  
4  74   5.5915125E+02   5.5915125E+02  
4  75   5.7662133E+02   5.7662133E+02  
4  76   6.1179029E+02   6.1179029E+02  
4  77   6.1086745E+02   6.1086745E+02  
4  78   5.3870679E+02   5.3870679E+02  
4  79   5.2757857E+02   5.2757857E+02  
4  80   6.2558894E+02   6.2558894E+02  
4  81   5.8559550E+02   5.8559550E+02  
4  82   6.3442381E+02   6.3442381E+02  
4  83   5.4692745E+02   5.4692745E+02  
4  84   6.2266262E+02   6.2266262E+02  
4  85   5.6716349E+02   5.6716349E+02  
4  86   5.6405538E+02   5.6405538E+02  
4  87   6.4842971E+02   6.4842971E+02  
4  88   5.5484595E+02   5.5484595E+02  
4  89   6.2417024E+02   6.2417024E+02  
4  90   5.3328805E+02   5.3328805E+02  
4  91   6.3632308E+02   6.3632308E+02  
4  92   6.0744120E+02   6.0744120E+02  
4  93   5.5767957E+02   5.5767957E+02  
4  94   5.5687972E+02   5.5687972E+02  
4  95   5.6915674E+02   5.6915674E+02  
4  96   5.7568086E+02   5.7568086E+02  
4  97   5.8888449E+02   5.8888449E+02  
4  98   5.8337793E+02   5.8337793E+02  
4  99   5.5916109E+02   5.5916109E+02  
4  100   6.3017932E+02   6.3017932E+02  
4  101   5.4453815E+02   5.4453815E+02  
4  102   5.7394842E+02   5.7394842E+02  
4  103   5.6667659E+02   5.6667659E+02  
4  104   6.1341784E+02   6.1341784E+02  
4  105   6.0093384E+02   6.0093384E+02  
4  106   5.4938249E+02   5.4938249E+02  
4  107   6.2088162E+02   6.2088162E+02  
4  108   5.7973338E+02   5.7973338E+02  
4  109   5.5721335E+02   5.5721335E+02  
4  110   7.1783722E+02   7.1783722E+02  
4  111   5.4505010E+02   5.4505010E+02  
4  112   5.6676382E+02   5.6676382E+02  
4  113   7.5589009E+02   7.5589009E+02  
4  114   5.6044648E+02   5.6044648E+02  
4  115   6.0459732E+02   6.0459732E+02  
4  116   6.8367131E+02   6.8367131E+02  
4  117   5.5039976E+02   5.5039976E+02  
4  118   5.6017902E+02   5.6017902E+02  
4  119   6.1244394E+02   6.1244394E+02  
4  120   6.3372072E+02   6.3372072E+02  
4  121   6.5546034E+02   6.5546034E+02  
4  122   6.1342176E+02   6.1342176E+02  
4  123   5.5475569E+02   5.5475569E+02  
4  124   6.1663632E+02   6.1663632E+02  
4  125   5.5874629E+02   5.5874629E+02  
4  126   5.7797501E+02   5.7797501E+02  
4  127   5.4624799E+02   5.4624799E+02  
5  1   5.5343127E+02   5.5343127E+02  
5  2   5.7433214E+02   5.7433214E+02  
5  3   6.0734767E+02   6.0734767E+02  
5  4   5.5448717E+02   5.5448717E+02  
5  5   5.3593839E+02   5.3593839E+02  
5  6   5.7421456E+02   5.7421456E+02  
5  7   5.6043244E+02   5.6043244E+02  
5  8   5.7255435E+02   5.7255435E+02  
5  9   5.3613063E+02   5.3613063E+02  
5  10   5.5449520E+02   5.5449520E+02  
5  11   5.2863552E+02   5.2863552E+02  
5  12   5.7095705E+02   5.7095705E+02  
5  13   5.9682384E+02   5.9682384E+02  
5  14   5.3996786E+02   5.3996786E+02  
5  15   5.8314266E+02   5.8314266E+02  
5  16   5.9074265E+02   5.9074265E+02  
5  17   5.5802877E+02   5.5802877E+02  
5  18   5.8527219E+02   5.8527219E+02  
5  19   6.5496526E+02   6.5496526E+02  
5  20   6.5225308E+02   6.5225308E+02  
5  21   5.6896192E+02   5.6896192E+02  
5  22   6.4599873E+02   6.4599873E+02  
5  23   5.4131672E+02   5.4131672E+02  
5  24   5.4873271E+02   5.4873271E+02  
5  25   5.3445125E+02   5.3445125E+02  
5  26   6.2921374E+02   6.2921374E+02  
5  27   5.8287433E+02   5.8287433E+02  
5  28   5.4291224E+02   5.4291224E+02  
5  29   5.4315773E+02   5.4315773E+02  
5  30   5.6907538E+02   5.6907538E+02  
5  31   6.4523717E+02   6.4523717E+02  
5  32   5.3221958E+02   5.3221958E+02  
5  33   5.7041877E+02   5.7041877E+02  
5  34   5.6718484E+02   5.6718484E+02  
5  35   6.9962928E+02   6.9962928E+02  
5  36   5.5926770E+02   5.5926770E+02  
5  37   5.3788105E+02   5.3788105E+02  
5  38   5.3554783E+02   5.3554783E+02  
5  39   7.0590407E+02   7.0590407E+02  
5  40   5.7817924E+02   5.7817924E+02  
5  41   5.7555443E+02   5.7555443E+02  
5  42   5.6799957E+02   5.6799957E+02  
5  43   5.9302617E+02   5.9302617E+02  
5  44   5.4125468E+02   5.4125468E+02  
5  45   5.7392599E+02   5.7392599E+02  
5  46   5.8259159E+02   5.8259159E+02  
5  47   5.8155995E+02   5.8155995E+02  
5  48   5.6924092E+02   5.6924092E+02  
5  49   6.1515980E+02   6.1515980E+02  
5  50   5.5117114E+02   5.5117114E+02  
5  51   5.4724889E+02   5.4724889E+02  
5  52   5.4740142E+02   5.4740142E+02  
5  53   6.0001654E+02   6.0001654E+02  
5  54   5.4331531E+02   5.4331531E+02  
5  55   6.0777280E+02   6.0777280E+02  
5  56   5.8344771E+02   5.8344771E+02  
5  57   5.3227838E+02   5.3227838E+02  
5  58   5.4806379E+02   5.4806379E+02  
5  59   6.7878593E+02   6.7878593E+02  
5  60   5.3901739E+02   5.3901739E+02  
5  61   5.9010684E+02   5.9010684E+02  
5  62   6.9622590E+02   6.9622590E+02  
5  63   5.4472885E+02   5.4472885E+02  
5  64   5.8484183E+02   5.8484183E+02  
5  65   6.4950669E+02   6.4950669E+02  
5  66   6.9356689E+02   6.9356689E+02  
5  67   5.5175120E+02   5.5175120E+02  
5  68   5.9427424E+02   5.9427424E+02  
5  69   5.7241212E+02   5.7241212E+02  
5  70   5.8443264E+02   5.8443264E+02  
5  71   5.3454616E+02   5.3454616E+02  
5  72   6.1643507E+02   6.1643507E+02  
5  73   5.5430656E+02   5.5430656E+02  
5  74   6.7708923E+02   6.7708923E+02  
5  75   5.3065348E+02   5.3065348E+02  
5  76   6.9696992E+02   6.9696992E+02  
5  77   5.8541293E+02   5.8541293E+02  
5  78   5.3864716E+02   5.3864716E+02  
5  79   5.3284106E+02   5.3284106E+02  
5  80   5.6781697E+02   5.6781697E+02  
5  81   5.5030382E+02   5.5030382E+02  
5  82   5.9581565E+02   5.9581565E+02  
5  83   5.7641565E+02   5.7641565E+02  
5  84   6.2114619E+02   6.2114619E+02  
5  85   5.4532727E+02   5.4532727E+02  
5  86   5.8988577E+02   5.8988577E+02  
5  87   5.3371552E+02   5.3371552E+02  
5  88   5.9539466E+02   5.9539466E+02  
5  89   6.0347423E+02   6.0347423E+02  
5  90   5.3807117E+02   5.3807117E+02  
5  91   5.4960075E+02   5.4960075E+02  
5  92   6.6165522E+02   6.6165522E+02  
5  93   5.6251131E+02   5.6251131E+02  
5  94   5.6519070E+02   5.6519070E+02  
5  95   5.5900057E+02   5.5900057E+02  
5  96   5.6798525E+02   5.6798525E+02  
5  97   5.8529509E+02   5.8529509E+02  
5  98   6.5938416E+02   6.5938416E+02  
5  99   5.4963773E+02   5.4963773E+02  
